Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$36K - $96K (Glassdoor Est.),"About us

TrafficGuard is the world’s first truly omnichannel, full-funnel fraud and invalid traffic solution. Publicly listed on the ASX, TrafficGuard operates in one of the largest addressable markets in digital advertising and provides solutions for one of the largest problems yet to be solved. We provide the technology and data to enable advertisers to maximise efficiency and growth.

We have scaled our platform into almost 4,000 advertisers globally (including multiple Unicorns) to enable them to verify their advertising in real-time and find and remove invalid traffic. Along the way, TrafficGuard has picked up numerous awards for both its anti-fraud and optimisation capabilities and has been recognised as one of the most innovative companies in Australia.

We are continuing to scale up and are looking to enhance our Data Science team to support our growth strategy. TrafficGuard has Unicorn potential. Can you be part of the team that gets us there?

About the role

We have an exciting opportunity for a Data Scientist to join our team. Working either in our Perth office or remotely, you will be part of a growing and innovative, award-winning company transforming the online advertising ecosystem.

We are open to candidates based globally who can work remotely on a full-time basis.

We are looking for an experienced Data Scientist focused on applied machine learning in Cloud for delivering business outcomes. The ideal candidate will be a curious, hands-on data wizard who is comfortable in the Google cloud as in SQL and Python.

The key responsibilities include:

Create models and frameworks that allow optimisation of our client's marketing budget and identify invalid traffic.
Develop quantitative analysis techniques, metrics, dashboards and insights to measure the effectiveness of marketing spend for our customers.
Run and implement experimentation techniques, AB tests and Multivariant tests to prove the effectiveness of change.
Project manage improvements to measurement methodologies, products, and approaches.
Expand capability in marketing mix model, Incrementality, muti-touch attribution and prepare for privacy changes in advertising.
Drive end-to-end insights creation-to-consumption lifecycle, leading business problem definition, hypotheses formulation, designing and delivering the solution to support business decisions and outcomes.
Implement plans to improve Data Quality, Detection, and improve trust in Data science initiatives and explainability of algorithms for customers.
Communication of Scientific method through concise and analytical documentation capturing the research journey, experimentation, and outcome in a standardised manner.
Employ data visualization and storytelling to communicate and engage stakeholders and build automated workflows for continued consumption of the insights.
Collaborate with the internal teams on business requirements and desired business outcomes. Present a straightforward story to the key stakeholders.
Contribute to the development of the team’s analytical, statistical skills and expertise.
Cultivate open and transparent communication across team members and stakeholders.

What’s on offer

TrafficGuard is an innovative and progressive company with huge potential. We have a dynamic and energetic employee base, giving you access to some of the best minds in the industry.

Working with us gives you access to heaps of benefits, including:

Fully flexible working options.
Career growth.
Yearly professional development allowance.
Yearly wellness allowance.
Great company culture.
Regular social activities.
Competitive salaries.
The opportunity to work with innovative and dynamic teams.
The opportunity to be part of our growth and come on this journey with us!

About you

The ideal candidate will have:

3+ years of hands-on analytical experience in marketing science.
Practical production hands-on experience in developing systems like BigQuery ML, Google Vertex AI Platform, and AutoML, reducing time to production. This experience can be from another cloud, such as AWS Sagemarker, Azure ML Service.
Experience in marketing or Ad tech, Google Ads, Google analytics.
Proficient coding skills using SQL -critical; Python, PySpark. R would be beneficial.
The ability to explain data through visualisation and key insights - Tableau, Looker, Python, R, etc.
A collaborative approach, be diplomatic, and flexible, with excellent presentation skills, including strong oral and writing capabilities.
Excellent communication skills – ability to translate complex concepts into simple language across teams..

How to apply

To apply, please send through your CV and a cover letter outlining your experience.

For a confidential discussion, please contact Kiren Singh, HR Manager, on Kiren.singh@adveritas.com.au

We are open to out of the box candidates, who may not have all the experience we are looking for, but who are driven and capable. If this sounds like you, we would love to hear from you!
Show Less",-1,TrafficGuard,Perth,1 to 50 Employees,-1,Company - Private,Consumer Product Manufacturing,Manufacturing,Less than $1 million (USD)
Data Engineer,$36K - $96K (Glassdoor Est.),"Job description
Responsibilities
Analyze and organize raw data
Build data systems and pipelines
Evaluate business needs and objectives
Interpret trends and patterns
Conduct complex data analysis and report on results
Prepare data for prescriptive and predictive modeling
Build algorithms and prototypes
Combine raw information from different sources
Explore ways to enhance data quality and reliability
Identify opportunities for data acquisition
Develop analytical tools and programs
Collaborate with data scientists and architects on several projects
Requirements and skills
Previous experience as a data engineer or in a similar role
Technical expertise with data models, data mining, and segmentation techniques
Knowledge of programming languages (e.g. Java and Python)
Hands-on experience with SQL database design
Great numerical and analytical skills
Degree in Computer Science, IT, or similar field; a Master’s is a plus
Data engineering certification (e.g IBM Certified Data Engineer) is a plus
Job Type: Full-time
Salary: $110,000.00 – $140,000.00 per year
Schedule:
8 hour shift
Ability to commute/relocate:
Sydney NSW: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
Salary expectation
Notice period
Working rights/Visa status
Personal Email
Experience:
Data Engineers: 5 years (Preferred)
Show Less",-1,GoTech Solutions Pty Ltd,Sydney,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data & AI Opportunities | Perth,$36K - $96K (Glassdoor Est.),"Date: 02-Aug-2022

Location:
Perth, WA, AU

Department: Consulting

Description:
Job Requisition ID: 27414

Flexible work arrangements - work in a way that suits you best
World-class learning and leadership programs
Industry Leading clients

Whether you’re already located in Perth or considering a moving for the lifestyle at Deloitte, we’re on the lookout for inspired people from all walks of life.

Our Data & AI in Perth is growing more than ever as our clients recognise our talent and the impact that we make – that’s why we need you.

About the team

Deloitte’s Data Analytics & AI practice in Perth is a diverse team comprised of experts across strategy, insight advisory, data engineering, data science and automation. We have a dedicated focus on solving business problems for our clients. Our services range from helping clients understand the potential of Analytics & AI through to designing and implementing solutions. We constantly evaluate new technologies, experiment with new techniques and create leading-edge data and analytics assets that can be used by our clients and practitioners to drive success with Data Analytics & AI.

You will be part of a close, collaborative team that identifies and builds solutions that are practical as well as visionary, and that make an impact that matters. We are currently hiring at Consultant / Senior Consultant levels.

Enough about us, let’s talk about you.

We’re looking for candidates with a combination of the following:

At least 2-4 years’ experience data engineering, feature engineering and/or model development using advanced statistical and machine learning techniques
Demonstrable experience of one or more relevant programming languages e.g. Python, R, Julia
Data Engineering, Software Engineering, Data Governance, Cloud Computing (AWS, Azure, GCP) and project management skills will be highly desirable.
Experience of different project life cycles and delivery methodologies (waterfall, scrum, agile)
Experience with cloud services (Amazon Web Services, Microsoft Azure or Google Cloud Platform)
Demonstrable experience working in a consulting environment or managing non-technical stakeholders
Experience providing subject matter expertise within a project team
Strong oral and written communication skills, including presentation skills (MS PowerPoint, Word, Excel, Visio)
Bachelor or MS degree in Mathematics, Statistics, Engineering or similar quantitative disciplines.

Why Deloitte?

At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.
Show Less",4.0,"Deloitte
4.0",Perth,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
Graduate - Technology Associate - Melbourne,$36K - $96K (Glassdoor Est.),"Infosys is a global leader in next-generation digital services and consulting. We enable clients in more than 50 countries to navigate their digital transformation. With over four decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.

Visit www.infosys.com to see how Infosys (NYSE: INFY) can help your enterprise navigate your next.

Roles and Responsibilities:
As a Technology Associate, you will work on exciting projects with some of the largest companies in the world. You’ll be met with many new opportunities and do more by becoming a part of the Infosys community. We value lifelong learning, creative thinking and foster an entrepreneurial culture. Come amplify your potential and become your very best while helping us co-create the digital and disruptive future of innovation and technology.

We offer varied pathways in areas like:
Data Analytics
Cyber Security
ERP (such as SAP, Oracle etc)
Cloud Technologies and Infrastructure Solutions
Quality Engineering through Testing
Digital Technologies
Application Development (such as Business Applications, Mobile Applications, UX/UI etc) and Maintenance
Artificial Intelligence and Automation and more…

If your passion is to build solutions that really make a difference to enterprises, the community and your world, Infosys is the right place for you. If you recently completed your graduation or have 0-2 years’ industry experience and are looking for your big career break, then come join us.

Essential Skills:
Bachelor’s degree in Science, Technology or Engineering required from an accredited institution (Graduated or near completion)
Software Development/Programming skills – in any language (Java, Java Script, Python etc)
Knowledge (through University development projects) in Database structures, data extraction and data manipulation using basic SQL

Preferred Skills:
General knowledge about latest technologies including Cloud, Microservices etc
Project delivery approaches leveraging Agile framework, DevOps (CI/CD – Continuous Integration and Continuous Delivery/Deployment)
A recent graduate or currently in pursuit of the degree
The job entails sitting as well as working at a computer for extended periods of time. Should be able to communicate by telephone, email, or face to face. Travel may be required as per the job requirements

What Infosys can offer you:
Flexible Working Arrangements
Advanced, anytime anywhere learning platforms
Income Protection Insurance
Health Insurance Benefits
Employee Assistance Program
Discounted Corporate Gym Memberships and many more…

All aspects of employment at Infosys are based on merit, competence and performance. We are committed to embracing diversity and creating an inclusive environment for all employees. Infosys is proud to be an equal opportunity employer.

At Infosys, we recognize that everyone has individual requirements. If you are a person with disability, illness or injury and require adjustments to the recruitment and selection process, please contact our Recruitment team for adjustment only on Infosys_ta@infosys.com or include your preferred method of communication in email and someone will be in touch.
To apply to this job, click Apply Now
Show Less",3.8,"Infosys
3.8",Melbourne,5001 to 10000 Employees,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)
Data Scientist (x2),$36K - $96K (Glassdoor Est.),"Background:
PLAYGROUND XYZ is an advertising technology business headquartered in Sydney with operations in Australia, New Zealand, Singapore, London, Los Angeles and New York.
Our mission is to master the art and science of measuring and maximizing attention. To do this, we’ve built the world’s first ML system that can measure how long an ad was looked at (a metric we call Attention Time). Fuelled and verified by real eye tracking data, but able to throw off the shackles of panels and instead scale infinitely across the world wide web, our system is set to revolutionize the way that digital media is measured, bought and sold.
We are an enthusiastic global team and a fast-growing business with every major agency group and a great list of top tier publishers using our technology. We’re a team of adtech experts with an unrelenting focus on quality products and technology. Our tech is being used by top 100 brands across the globe. We’ve won coveted ‘Marketing Technology Company of the Year’ awards from both B&T and Mumbrella and featured twice as a Rising Star in the Deloitte Fast 50 Technology Awards.
The opportunity:
To support our next phase of product development we’re looking for a superstar data science professional to join our Attention Science product team and report into our Chief Scientist.
The Attention Intelligence Platform (AIP) is the world’s first machine learning powered ad stack built to measure and maximize Attention Time on ads. AIP depends on high quality eye tracking panel data collected in ad recall studies. It’s the award-winning solution for brands that want to succeed in the attention economy, stand out from the pack, and secure the best possible results from their ad spend.
In this role you’ll be developing tools and experiments to improve our machine learning models and understand the role of page context in Ad attention. Key skills include: understanding of what drives machine learning models and how to improve them, experience doing large scale aggregation based feature engineering, and an understanding of experimental design and hypothesis testing.
What you’ll be doing:
Developing features and models for new rich media ad formats
Analyzing eye tracking data to curate training sets
Developing a framework to test web page similarity metrics
Running experiments to test the impact of NLP based metrics on attention time.
Contributing to research whitepapers.
Longer term opportunities in NLP, CV, Optimisation or Experimentation
Who you are:
You have 5+ years experience in a data science development role.
Post-graduate qualifications in data science or similar (statistics, computer science)
Strong programming skills with knowledge of Python, SQL and Unix
Experience with a Cloud Vendor Stack (preferably GCP)
You put a focus on building reusable code components for repeatable data science.
Open and collaborative nature, ability to discuss your experiments and work through problems.
The perks:
The opportunity to ride a rocket ship. You’ll play a pivotal part in our business during its ‘scale up’ phase by supporting the delivery of game-changing new products.
An amazing company culture, driven by passionate people who love their work, but also love to have FUN!
The opportunity to work with some cutting edge technologies as well as the freedom to continue to push the boundaries of what we do.
Career progression galore. The company is growing at a crazy rate and you will be too!
A progressive work from home policy.
A competitive salary package.
Show Less",4.7,"PLAYGROUND XYZ
4.7",Sydney,51 to 200 Employees,2015,Company - Private,Advertising & Public Relations,Media & Communication,$25 to $50 million (USD)
Data Scientist,$36K - $96K (Glassdoor Est.),"Company Description

Interested in building and executing geospatial analytics on top of millions of square kilometres of aerial imagery working closely with key property insurance customers? Nearmap is recruiting for a mid-level Data Scientist to join the AI Output Systems team within the AI Systems group.

Company Description:
Nearmap is a Sydney-based global location intelligence company. We have tens of petabytes of high quality aerial imagery covering half a million square kilometres a year at 5-7cm resolution, and regularly captured imagery dating back to 2009. We produce automated 3D models of entire cities, and rich AI-driven vector maps, which turns our visual content into semantic information to power decisions in a wide range of organisations.

In the AI Output Systems team we design, build, and operate software systems that transform aerial imagery to insight. Our technology stack is based on the Python scientific libraries and traverses deep learning technology such as Tensorflow and Pytorch, cloud native technology such as Kubernetes, Kubeflow and Kafka, and computational geometry / GIS tools such as the Shapely and GeoPandas libraries.

Nearmap is a high-growth company, the ideal candidate will embrace an environment where things happen quickly and continuously. We aim for all employees to feel supported in their career development, with an abundance of opportunities for mentorship and cross-functional team projects.

Job Description

Experience:
We are looking for a skilled mid-level data scientist with experience in designing and training custom production Machine Learning models. We need our engineers to be collaborative, versatile, innovative team members with an enthusiasm for best practice, as we continue to push technology forward. We embrace diversity and encourage minority candidates to apply.

A typical day will look like this:
Work within a team to deliver end-to-end technical solutions — typically starting with spike sessions, onto architectural design and test creation, iteration on the solution, measuring quality and ultimately deploying to production.
Participation in the design and scoping of greenfield projects, including customer exploration sessions.
Commitment to best practices and a strong culture of peer review.

Qualifications

We are after an exceptional candidate, who has real world experience but is still eager to innovate and learn.

Essential:
Programming/Tech Environments: Ability to code in scientific Python, using a Linux environment and industry best practices such as a keen eye for clean code and a passion for robustness and correctness.
Machine Learning: A strong grasp of machine learning fundamentals (regularisation, over-fitting, hyperparameter optimisation, validation methods).

Highly desirable domain knowledge:
Insurance: understanding of the data needs of insurance risk modelling.
Computer Vision: ML techniques applied to image data.
Tabular Data: generating predictive models from structured and unstructured data including time series analysis.
Working with large data sets, where data sets don’t fit into memory, and require multiple nodes to compute efficiently.
GIS: Knowledge of geospatial tools and techniques at continental scale.

Personal attributes:
Pragmatism: While extensive knowledge of theory and best practices are highly valued, pragmatism wins over elaborate theory when it comes to shipping products that work.
Collaboration: data science is a team sport, communicate well, share knowledge, and be open to taking on ideas from anyone in the team.
Attention to detail: Showing attention to detail when it counts is important... to be considered for this role, click this link and apply some basic data science skills.

Additional Information

Some of our benefits
Nearmap takes a holistic approach to our employees’ emotional, physical and financial wellness. Our current benefits include access to the Nearmap employee share scheme, short and long-term financial incentives, flexible working options, paid volunteer days, gym and phone rebates, and lots of development opportunities including hack-a-thons and pitch-fests.

If you can see yourself working at Nearmap and feel you have the right level of experience, we invite you to get in touch.

Read the product documentation for Nearmap AI:
https://docs.nearmap.com/display/ND/NEARMAP+AI

For a deep dive into Nearmap AI, listen to AI Systems Senior Director Mike Bewley on the Mapscaping podcast https://mapscaping.com/blogs/the-mapscaping-podcast/collecting-and-processing-aerial-imagery-at-scale

To hear an interview with Brett Tully, Director of AI Output Systems on the Super Data Science podcast, click this link: https://www.superdatascience.com/533

Watch our culture video below to find out more about what a day in the life at Nearmap looks like.

Nearmap does not accept unsolicited resumes from recruitment agencies and search firms. Please do not email or send unsolicited resumes to any Nearmap employee, location or address. Nearmap is not responsible for any fees related to unsolicited resumes.
Show Less",3.7,"Nearmap
3.7",Sydney,201 to 500 Employees,2007,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Business Intelligence (BI) & Data Warehouse Developer,$36K - $96K (Glassdoor Est.),"What is it like working at Harris Farm Markets?
Fun, fast paced and in IT you will have opportunity to work on multiple platforms and cutting-edge technologies. As family owned dynamic fresh food retailer who is rapidly growing, to thrive you will need to be open to being incredibly flexible and agile in order to meet business demands. In other words, it is busy and very fun!
As for our team, we are a small team of innovative developers who deliver quality solutions to the technical challenges of a rapidly growing company who have been a household name since 1971.
The Company
Harris Farm Markets has built a strong reputation for delivering good quality fresh food at great value for our customers.
For over 40 years we’ve remained 100% family owned and operated. We’re 26 stores (and counting) across Sydney and NSW and home to over 2,200 wonderful employees all with a common purpose, to reconnect Aussies with the joy of food.

The Role
We’re looking for a strong Business Intelligence & Data Warehouse Developer to join a fast-paced team to design and develop new BI solutions as well as redesigning the existing legacy solutions. The BI/DW Developer will also be responsible for the ongoing maintenance of those solutions. They will create & complete data requests & queries through visualization & reports, present the information that’s required to provide commercial insights to support a fast growing organisation.
You need to be an ideas person who can seek out ways to do your role smarter, thinking outside the box. This role is all about building a powerful BI capability that supports the evolution of business objectives & underpins exec level decision making such that they are better equipped & informed to drive the company forward.
We need to find the right person who can demonstrate proficiency in the following technologies:

About you
Essential skills/experience you will have
Experience evaluating and improving existing BI systems for legacy data warehouse
Experience designing the BI/DW to achieve optimal storage & reporting queries
Conducting troubleshooting on BI models
Working with senior developers to optimise database structures for existing BI systems in-place
Strong SQL (primary Microsoft SQL Server), working with advanced SQL concepts like stored procedures, views, functions and query optimization & performance tuning (Essential)
Strong SSIS (SQL Server Integration Services) skills for data integration and data modelling
Experience/Understanding in data warehouse design and concepts
Understanding of C# programming (Console applications)
Understanding of SSAS (SQL Server Analysis Services), MDX Queries, Partition management and processing
Maintaining data analytics platforms, preferred SSRS
Exposure to Oracle/MySQL/MariaDB databases and aware of PL/SQL programming
Non-essential skills/experience
Understanding of SSRS (SQL Server Reporting Services), to design reports and manage reporting platform
Exposure of QlikView/Qlik sense
Experience with Azure DevOps Source Control
If you have a keen interest in data science that would certainly be looked upon favourably as there is the potential for this role to evolve into having that flavour so any python experience would very beneficial.

Why you should apply
Work with an awesome team!
A highly varied role that will challenge you to think outside the box
Opportunity to work with multiple technologies and IT Platforms
Workplace Flexibility
25% Staff Discount
Show Less",3.7,"Harris Farm
3.7",Australia,501 to 1000 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Engineer,$36K - $96K (Glassdoor Est.),"About RedEye!
We provide the first fully cloud-based and purpose-built engineering data management solution for asset owners and their service providers globally.
We work with critical infrastructure organisations across industries such as water, energy, mining, infrastructure, healthcare, government (national parks and wildlife), and defence to improve the safety and productivity of their critical assets, in real time.
What began as an ambitious start-up in Brisbane in 2012 as a way for engineers to manage their engineering information has today evolved into a recognised leader in assets data management delivery, helping our clients manage over $250bn of assets. This is our RedEye story...so far.
Headquartered in Brisbane, we currently have a team of 89 across ANZ, the Philippines and North America.
We are a customer focused organisation, with a commitment to growth and continuous improvement. We are proud of the values we live by every day that shape the success of our team and the experience of our customers:
“I've got your back”
“I get sh*t done”
“We're making a difference”
About the Opportunity
As RedEye's Data Engineer, you will be responsible for migrating, processing, and transforming large amounts of data / files into the RedEye database as part of implementation projects. To be successful in this role, you will need to build a deep understanding of how RedEye's clients provide Engineering and asset data and have strong attention to detail with programming skills (Python, SQL, algorithms and data structures) and advanced Excel. Advanced written and verbal communication skills, providing client reporting and requirements elicitation.
Responsibilities
Data Migration:
Review Client Engineering Drafting Standards and other required artefacts and attendance at Client Engineering Data Migration requirements sessions
Perform data analysis (files and meta data) and creation of documentation of findings (ensure these are in suitable business format for client consumption)
Creation of Client Data Migration plan informing and specification of migration method
Preparation of data for migration including managing any data improvement (e.g., binary duplicates)
Preparation of Migration Manifest, matching files to metadata, assigning workflows and groups to artefacts and reviewing with client
Execute the data migration in RedEye DMS or appropriate system, validate migration
Perform revision consolidation analysis of engineering data and creation of Revision Consolidation Manifest
Complete post migration activities including automated and manual QA review and error analysis
Documentation of migration procedures and their continual development
Documentation of migration scripts and their continual development
Work with Dev/Ops teams to define tools and rules to improve the data migration and management process
Scope and assist to implement data improvement related opportunities with the Customer Operations and Account Management teams
Business Analysis & Technical Configuration:

Support the definition and documentation of business logic such as workflow mapping, and success criteria that supports the solution design
Support the translation of customer requirements into requirements definitions & input into solution design to achieve customer outcomes
Executing upon technical configuration tasks for RedEyeDMS products or environment based on client requirements
Engage with Project Manager and Technical Analyst to clarify solution requirements, answer queries and support UAT for solution development
About You:
Bachelor's degree in Computer Science, Mathematics, Information Systems or related technical discipline
Post graduate Data Science qualifications highly regarded
Advanced knowledge of BI Power & Python
Working experience of SQL, PowerShell, algorithms and data structures and advanced Excel
Working knowledge of Microsoft Office suite, Teams, SharePoint and experience with Agile productivity tools (i.e., JIRA, Confluence etc) understands what impact variable data quality has on product performance and user experience
Ability to distinguish and communicate the difference between user error and actual system defects and document same
Ability to write clean, well-documented and reusable code and scripts in accordance with secure coding guidelines
Understanding of Agile project management methodology, approaches, tools, and phases of program/project lifecycles
Excellent communication and problem-solving skills enabling you to navigate customer processes and providing technical expertise related to the RedEye products
Excellent attention to detail
Why RedEye?
On top of being a leader in the delivery of assets data management, with a diverse team of talented and supportive professionals we also offer:

A chance to work on impactful greenfield projects, creating critical learning solutions that drive internal capabilities within our teams, and create awesome experiences for our customers
A genuine opportunity to take advantage of flexible working arrangements so you can be at your best both at work and in your personal time (work from home flexibility is the norm here)
A promise to not hold you back with red tape and excessive procedures that are counterproductive (strong emphasis on “I get sh*t done” here)
A commitment to your health and wellbeing, with discounted gym memberships and 2 annual RedEye Recharge Days, so you can take the time you need, just for yourself
Help us empower organisations that empower the world - Apply Now
Show Less",4.5,"RedEye
4.5",Brisbane,51 to 200 Employees,1997,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Scientists | Simulation | Deep Learning |Baseline | Join VSG Today!,$36K - $96K (Glassdoor Est.),"Are you a driven Data Scientist with experience in either Simulation or Deep Learning?
VSG are looking for driven ICT individuals to work with us and our teaming partners in supporting the Defence and National Security Community.
Join Vertical Scope Group (VSG) and our teaming partners as we prepare for work on one of Australia’s largest ICT transformation projects to be created and delivered for Australian Federal Government nation-wide!
We are looking for Data Scientists with experience in either Simulation or Deep Learning.
Simulation Data Scientists will ideally have experience and skills in statistical simulation, probability theory and scientific computing, as well as demonstrated experience in or a desire to learn Microsoft Azure platform.
Deep Learning Data Scientists will ideally have skills in deep learning working with computer vision/image recognition or Natural Language Processing (NLP), as well as proven experience in Microsoft Azure platform.
As a Simulation Data Scientists, you will ideally possess…
Proven experience in implementing Analytics in Microsoft Azure environment.
Working R scientific computing and parallelisation libraries, statistical simulations and applied probability theory.
Data science model architecture, design and implementation on Azure Databricks and Implementation.
Programming skills to collect, analyze, and interpret large data sets to develop data-driven solutions for business challenges.
Experience in leading the design and development activities using Agile product development environment and familiarity with Agile ceremonies.
Real life experience in Image Recognition and Computer Vision (object detection, classification).
Proven experience in implementing Machine Learning models (e.g Deep Learning), ML development frameworks like Tensorflow, Pytorch, scikit learn etc
As a Deep Learning Data Scientists, you will ideally possess…
Proven experience in implementing Machine Learning models (e.g Deep Learning), ML development frameworks like Tensorflow, Pytorch, scikit learn etc.
Extensive use of MLOPS CI / CD and release management on Azure and Experience with MLflow for model orchestration and monitoring.
Programming skills to collect, analyze, and interpret large data sets to develop data-driven solutions for business challenges.
Experience in leading the design and development activities using Agile product development environment and familiarity with Agile ceremonies.
Experience in working with the Enterprise and solution architects.
Experience in the multi-disciplinary collaborative environment..
Why work for Vertical Scope Group?
Vertical Scope Group are an award winning, security cleared, ICT and cyber specialist with over 10 years’ experience providing end-to-end consulting services to Australian Government and corporate clients.
We are a proud member of the Defence Industry Security Program (DISP), the Recruitment, Consulting and Staffing Association (RCSA) and are 100% Australian owned and independent.
We are accredited and compliant, meeting or exceeding all applicable Australian and international recruitment and contracting standards.
We continuously invest in our team and offer our permanent consultants:
Birthday day off
Additional Superannuation Contribution
Novated Leasing
Annual Company Conference
Paid for attendance at award and industry events
Generous Defence Leave
Part-time, remote, flexible work options (when available)
Attractive salaries
Fortnightly payments
Diverse programs to work on
Professional upskilling with RTO partners including budget for commercial qualifications
We believe people are our greatest asset, and we will work with and support you throughout your career.
If you are security cleared and would like to discuss other security cleared opportunities available to you, please also apply and a dedicated consultant will contact you to advise.
If you want to join a trusted, reputable, expert consulting firm, and work on exciting defence and national security programs, apply here!
Vertical Scope Group encourage people from different backgrounds to apply, including Aboriginal and Torres Strait Islander peoples, veterans, people from culturally and linguistically diverse backgrounds and people with disabilities.
Vertical Scope Group encourage people from different backgrounds to apply, including Aboriginal and Torres Strait Islander peoples, veterans, people from culturally and linguistically diverse backgrounds and people with disabilities.
Know someone who is suitable for this role? VSG have a $1,000 referral program! Head over to our website for further details: www.verticalscope.com.au/refer-a-candidate
Referrals warmly welcomed and rewarded!
Job Type: Full-time
Salary: Up to $240,000.00 per year
Schedule:
8 hour shift
Ability to commute/relocate:
Canberra ACT: Reliably commute or planning to relocate before starting work (Required)
Licence/Certification:
Baseline (min.) Security Clearance (Required)
Work Authorisation:
Australia (Required)
Show Less",5.0,"Vertical Scope Group
5.0",Canberra,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Science Engineer - Tech Company,$36K - $96K (Glassdoor Est.),"Sydney based - Hyrbid work - 1-2 days in Surry Hills Office
Cutting-edge ML and Data stack - Azure + Databricks, K8s, Python + more!
Large Time Series Data Sets, range of ML including some Deep Learning/NN

We are hiring a Data Science Engineer to join a 10-person data science team at an agriculture-data business that would see you contributing both data science and ML Ops skills to the team. This is an ideal role if you have a background in data science (including modelling time series data) and have been increasingly involved in deployment and productionisation of models.

About the role:
This role is perfect for a data scientist with skills, experience and enthusiasm for automation and some of the ML Ops engineering side of building machine learning solutions. To be clear, there are several key aspects of this role;
Working with other data scientists to re-build and improve models in a new Microsoft Azure + Databricks stack (from AWS/other)
Introducing automation and ML Ops concepts and processes into the data science team - such as CI/CD ML pipelines, automation for data cleansing and transformation, pre-processing layers and improved monitoring for models in production
Training and helping data scientists who have excellent statistical, mathematical and domain expertise to fully utilise new cloud and data tools and ways of doing things (elements of computer science and software engineering) when it comes to deploying scalable, robust and efficient ML in Azure
Some new greenfield model build

Location & Work Flexibility: This role is based in Sydney – with 1-2 days per week in the office


About the Company:
This is an innovative, award-winning agriculture-tech business that uses sensor data, weather, geospatial and satellite data to help some of Australia’s biggest food producers using advanced analytics and machine learning!

You’ll have a friendly, highly technical and diverse team of data scientists to work with and then other teams such as software engineers, DevOps, leadership and scientists to collaborate with.


Selling Points:

High-calibre, experienced data scientists and product engineers
Fast Growth company (already has market-leading national clients and will be expanding to include international clients in the next year)
Machine Learning and data science are the competitive advantage for this business, so there is continued investment, support and use of cutting-edge techniques and tools. Some models will require the use of Deep Learning (LSTM/Neural Networks) along with other ML models
Great tech stack; Databricks / Microsoft Azure / Python & ML packages
Salary range is: $135K-$150K + super



What experience is required to get an interview & do well in the job?

We are looking for a minimum of 3 years of professional data science and ML Ops experience – but more likely 5+ years
Experience with complex time series data sets and modelling is required
If you have been the go-to person, or helped establish ML Ops tools and processes in one or more data science team – this would be a great fit!
Python experience as a data scientist and for ML Ops (including ML packages & libraries such as; NumPy, Tensorflow, Keras, scikit-learn or SciPy)
Productionisation and deployment of ML in a good quality environment – e.g. Use of CI/CD pipelines, automation, using tools and building your own, optimising production code or model deployment process in a cloud platform (Azure highly advantageous) and use of Spark (including Databricks)
Good communication skills, including understanding other data science backgrounds and helping train & collaborate to make use of best practices for Ops
Must have full Australian work rights



Is this role suitable for graduates or juniors with less than 3 years of professional experience?

Unfortunately not. We have kept the requirements above to the minimum, but please feel free to review our other job listings.
Show Less",4.0,"Talent Insights Group
4.0",Sydney,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
